순번,충전구분,충전소명,주소,충전기 최대 용량,충전량(kWh),충전시간,날짜,충전시작시간,충전종료시간
16732,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.24,16분,2021-10-15,14:08,14:24
16739,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.14,41분,2021-10-15,13:27,14:07
16762,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.56,41분,2021-10-15,6:41,7:21
16830,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.77,41분,2021-10-14,17:31,18:11
16847,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.29,33분,2021-10-14,15:02,15:35
16852,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,39분,2021-10-14,14:21,15:00
16899,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,25분,2021-10-14,9:49,10:13
16930,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.36,2분,2021-10-14,2:18,2:20
16931,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.82,3분,2021-10-14,2:15,2:17
16932,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.6,12분,2021-10-14,2:00,2:12
16935,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,30분,2021-10-14,1:27,1:57
16938,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,26분,2021-10-14,0:51,1:17
16962,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.15,24분,2021-10-13,18:31,18:54
16983,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.94,25분,2021-10-13,14:35,15:00
17011,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.91,3분,2021-10-13,10:38,10:40
17013,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-10-13,10:27,10:28
17018,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.74,41분,2021-10-13,9:45,10:25
17074,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.09,41분,2021-10-12,19:44,20:24
17084,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.02,41분,2021-10-12,18:25,19:05
17096,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.36,41분,2021-10-12,16:31,17:11
17125,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,37분,2021-10-12,14:20,14:57
17128,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-10-12,14:18,14:20
17146,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.96,41분,2021-10-12,11:34,12:15
17152,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.56,41분,2021-10-12,10:23,11:03
17263,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.78,41분,2021-10-11,11:35,12:16
17365,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.55,41분,2021-10-10,16:13,16:53
17388,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,24분,2021-10-10,12:40,13:03
17423,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,29분,2021-10-10,8:07,8:36
17424,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-10-10,8:06,8:07
17430,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.03,36분,2021-10-10,7:26,8:01
17483,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-10-09,20:36,21:01
17490,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-10-09,19:27,19:28
17543,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.15,41분,2021-10-09,10:49,11:30
17669,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.91,22분,2021-10-08,14:59,15:20
17680,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.43,41분,2021-10-08,13:14,13:54
17702,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,31분,2021-10-08,10:17,10:47
17721,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,28분,2021-10-08,6:46,7:14
17769,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.75,8분,2021-10-07,21:22,21:30
17839,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,34분,2021-10-07,14:24,14:58
17872,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.74,34분,2021-10-07,11:34,12:08
17883,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.27,41분,2021-10-07,10:26,11:06
17906,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.69,41분,2021-10-07,6:36,7:16
17961,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.65,41분,2021-10-06,18:54,19:34
17970,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.13,13분,2021-10-06,17:44,17:56
17979,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.29,41분,2021-10-06,17:03,17:43
18047,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.81,37분,2021-10-06,7:55,8:32
18113,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.29,41분,2021-10-05,18:34,19:14
18124,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.46,41분,2021-10-05,16:44,17:24
18132,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.82,41분,2021-10-05,15:56,16:36
18155,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,27분,2021-10-05,13:46,14:12
18180,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.42,35분,2021-10-05,10:38,11:12
18238,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.38,41분,2021-10-04,21:01,21:41
18256,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.59,35분,2021-10-04,17:38,18:12
18263,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,26분,2021-10-04,16:25,16:50
18282,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,28분,2021-10-04,14:08,14:35
18329,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.94,23분,2021-10-04,7:11,7:34
18334,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.4,41분,2021-10-04,6:30,7:10
18376,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.77,11분,2021-10-03,20:42,20:53
18383,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7,11분,2021-10-03,19:24,19:34
18390,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.5,41분,2021-10-03,18:43,19:23
18510,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.58,41분,2021-10-02,21:13,21:53
18526,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.94,19분,2021-10-02,18:36,18:55
18532,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.08,38분,2021-10-02,17:58,18:36
18563,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.03,40분,2021-10-02,13:45,14:24
18571,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.74,41분,2021-10-02,12:23,13:03
18576,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.01,40분,2021-10-02,11:15,11:54
18658,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.12,41분,2021-10-01,20:33,21:13
18673,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.28,41분,2021-10-01,18:12,18:52
18698,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.37,41분,2021-10-01,15:12,15:52
18702,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,27분,2021-10-01,14:42,15:08
18707,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.5,41분,2021-10-01,14:01,14:41
18719,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.55,16분,2021-10-01,12:34,12:50
18739,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.36,41분,2021-10-01,10:25,11:06
18746,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.03,20분,2021-10-01,8:55,9:15
18796,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24,35분,2021-10-01,0:00,0:35
18819,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.42,21분,2021-09-30,21:21,21:41
18830,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.67,41분,2021-09-30,20:34,21:14
18849,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.13,41분,2021-09-30,18:47,19:27
18864,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.48,16분,2021-09-30,16:56,17:12
18878,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.07,25분,2021-09-30,15:27,15:51
18976,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,37분,2021-09-30,1:16,1:53
18984,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-09-30,0:43,1:10
18993,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.22,26분,2021-09-29,22:49,23:15
19037,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.4,36분,2021-09-29,17:08,17:44
19045,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.19,41분,2021-09-29,16:27,17:07
19069,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.83,10분,2021-09-29,13:30,13:40
19079,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.49,41분,2021-09-29,12:32,13:12
19169,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.91,33분,2021-09-28,16:50,17:22
19177,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.92,41분,2021-09-28,16:06,16:46
19208,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.01,40분,2021-09-28,12:38,13:18
19215,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.71,41분,2021-09-28,11:46,12:26
19248,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.66,41분,2021-09-28,6:27,7:07
19267,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.71,3분,2021-09-28,1:32,1:34
19268,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.93,9분,2021-09-28,1:22,1:30
19271,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,31분,2021-09-28,0:50,1:20
19273,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,26분,2021-09-28,0:23,0:48
19312,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.81,41분,2021-09-27,18:52,19:32
19335,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.06,41분,2021-09-27,16:24,17:04
19343,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.73,32분,2021-09-27,15:42,16:13
19362,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.49,19분,2021-09-27,13:47,14:06
19384,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.22,30분,2021-09-27,11:03,11:32
19400,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.03,32분,2021-09-27,6:35,7:07
19467,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.86,41분,2021-09-26,17:08,17:48
19516,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.71,27분,2021-09-26,10:10,10:37
19519,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.38,12분,2021-09-26,9:58,10:09
19538,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.64,41분,2021-09-26,6:46,7:26
19563,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.76,34분,2021-09-25,22:12,22:46
19566,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.67,41분,2021-09-25,21:31,22:11
19571,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.59,41분,2021-09-25,20:48,21:28
19596,급속,어린이대공원 후문주차장,광진구 능동로 216,50,16.94,41분,2021-09-25,16:22,17:03
19643,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.7,41분,2021-09-25,10:22,11:02
19706,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.05,20분,2021-09-24,18:36,18:55
19709,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.05,14분,2021-09-24,18:21,18:35
19734,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.03,41분,2021-09-24,14:51,15:31
19745,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.44,41분,2021-09-24,13:38,14:18
19781,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.75,4분,2021-09-24,9:11,9:14
19866,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.72,41분,2021-09-23,18:02,18:42
19883,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.37,41분,2021-09-23,16:38,17:18
19884,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-23,16:31,16:32
19885,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-23,16:25,16:26
19886,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-23,16:22,16:24
19888,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-23,16:19,16:21
19895,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-23,15:38,15:39
19904,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-23,15:13,15:15
19908,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.82,41분,2021-09-23,14:28,15:08
19943,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.8,28분,2021-09-23,10:51,11:18
19993,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.58,41분,2021-09-23,1:06,1:46
19998,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.04,41분,2021-09-23,0:25,1:05
20013,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.75,25분,2021-09-22,22:04,22:28
20019,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.85,41분,2021-09-22,21:23,22:03
20061,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.58,41분,2021-09-22,13:30,14:10
20078,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.48,13분,2021-09-22,9:33,9:46
20090,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.57,41분,2021-09-22,6:54,7:34
20107,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.88,12분,2021-09-22,3:09,3:20
20139,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.98,9분,2021-09-21,19:42,19:50
20140,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-21,19:41,19:41
20144,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.91,41분,2021-09-21,19:00,19:40
20325,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.45,16분,2021-09-20,7:18,7:33
20331,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.58,41분,2021-09-20,6:37,7:17
20339,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,27분,2021-09-20,4:02,4:29
20354,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.65,41분,2021-09-20,0:41,1:21
20387,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.12,41분,2021-09-19,18:49,19:29
20419,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.81,41분,2021-09-19,13:46,14:26
20466,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.68,41분,2021-09-19,6:45,7:25
20504,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.07,41분,2021-09-18,21:43,22:24
20528,급속,어린이대공원 후문주차장,광진구 능동로 216,50,13.75,41분,2021-09-18,17:35,18:15
20534,급속,어린이대공원 후문주차장,광진구 능동로 216,50,12.68,38분,2021-09-18,16:35,17:13
20560,급속,어린이대공원 후문주차장,광진구 능동로 216,50,1.96,4분,2021-09-18,12:41,12:44
20561,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.11,1분,2021-09-18,12:40,12:40
20562,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.1,6분,2021-09-18,12:33,12:38
20583,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.43,41분,2021-09-18,7:42,8:22
20630,급속,어린이대공원 후문주차장,광진구 능동로 216,50,21.26,41분,2021-09-17,22:54,23:34
20639,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.4,41분,2021-09-17,22:03,22:43
20646,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.51,30분,2021-09-17,20:23,20:52
20650,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.9,41분,2021-09-17,19:29,20:09
20660,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.49,10분,2021-09-17,18:25,18:35
20661,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-17,18:24,18:24
20662,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-17,18:23,18:23
20664,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-17,18:22,18:23
20681,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.97,24분,2021-09-17,16:18,16:42
20717,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.33,41분,2021-09-17,12:02,12:42
20723,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.74,41분,2021-09-17,11:08,11:48
20732,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.6,41분,2021-09-17,10:12,10:52
20733,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-17,10:09,10:10
20742,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.83,25분,2021-09-17,8:47,9:12
20777,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,28분,2021-09-17,0:46,1:13
20778,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-17,0:44,0:44
20779,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-17,0:42,0:43
20793,급속,어린이대공원 후문주차장,광진구 능동로 216,50,7.24,13분,2021-09-16,22:06,22:18
20801,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.9,41분,2021-09-16,21:25,22:05
20860,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.78,41분,2021-09-16,17:16,17:56
20867,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.11,41분,2021-09-16,16:35,17:15
20888,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,40분,2021-09-16,15:10,15:49
20890,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-16,15:09,15:09
20930,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.68,33분,2021-09-16,9:48,10:20
21002,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-15,20:40,20:41
21003,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-15,20:39,20:39
21008,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-15,20:24,20:26
21044,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.74,23분,2021-09-15,15:44,16:07
21045,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-15,15:41,15:43
21073,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.34,39분,2021-09-15,12:42,13:21
21080,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.84,35분,2021-09-15,12:05,12:40
21086,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.16,40분,2021-09-15,11:20,12:00
21090,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.97,35분,2021-09-15,10:45,11:20
21149,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.06,33분,2021-09-14,23:02,23:34
21158,급속,어린이대공원 후문주차장,광진구 능동로 216,50,26.92,41분,2021-09-14,21:55,22:35
21164,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.03,37분,2021-09-14,21:15,21:52
21179,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,28분,2021-09-14,19:01,19:29
21187,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,25분,2021-09-14,17:44,18:08
21235,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,36분,2021-09-14,12:21,12:56
21244,급속,어린이대공원 후문주차장,광진구 능동로 216,50,27.29,41분,2021-09-14,11:38,12:19
21257,급속,어린이대공원 후문주차장,광진구 능동로 216,50,8.01,17분,2021-09-14,10:18,10:35
21262,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.06,28분,2021-09-14,9:50,10:17
21273,급속,어린이대공원 후문주차장,광진구 능동로 216,50,14.53,41분,2021-09-14,8:05,8:46
21358,급속,어린이대공원 후문주차장,광진구 능동로 216,50,3.1,12분,2021-09-13,18:49,19:00
21366,급속,어린이대공원 후문주차장,광진구 능동로 216,50,19.81,41분,2021-09-13,18:08,18:48
21377,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.02,38분,2021-09-13,17:07,17:44
21412,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.35,41분,2021-09-13,13:05,13:45
21433,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.26,41분,2021-09-13,10:35,11:15
21443,급속,어린이대공원 후문주차장,광진구 능동로 216,50,11.27,41분,2021-09-13,8:20,9:00
21453,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.03,36분,2021-09-13,6:42,7:18
21477,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,28분,2021-09-13,0:50,1:18
21478,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-13,0:47,0:48
21485,급속,어린이대공원 후문주차장,광진구 능동로 216,50,10.98,37분,2021-09-12,23:10,23:47
21487,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.18,36분,2021-09-12,22:34,23:10
21511,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.14,11분,2021-09-12,19:10,19:20
21515,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.05,27분,2021-09-12,18:42,19:08
21522,급속,어린이대공원 후문주차장,광진구 능동로 216,50,28.45,41분,2021-09-12,17:50,18:30
21539,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.26,34분,2021-09-12,14:23,14:57
21541,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-12,14:17,14:17
21543,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-12,14:15,14:15
21544,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-12,14:13,14:14
21559,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.02,30분,2021-09-12,12:13,12:42
21608,급속,어린이대공원 후문주차장,광진구 능동로 216,50,6.48,32분,2021-09-12,0:53,1:25
21611,급속,어린이대공원 후문주차장,광진구 능동로 216,50,22.02,41분,2021-09-12,0:10,0:50
21629,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.91,41분,2021-09-11,20:26,21:06
21690,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.32,41분,2021-09-11,10:52,11:32
21750,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.55,23분,2021-09-10,21:50,22:12
21760,급속,어린이대공원 후문주차장,광진구 능동로 216,50,29.29,41분,2021-09-10,21:08,21:48
21789,급속,어린이대공원 후문주차장,광진구 능동로 216,50,2.85,10분,2021-09-10,17:37,17:46
21799,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.96,41분,2021-09-10,16:56,17:36
21814,급속,어린이대공원 후문주차장,광진구 능동로 216,50,20.64,35분,2021-09-10,15:50,16:24
21837,급속,어린이대공원 후문주차장,광진구 능동로 216,50,18.07,32분,2021-09-10,14:45,15:17
21849,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,32분,2021-09-10,13:19,13:50
21853,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,1분,2021-09-10,13:16,13:17
21854,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0,2분,2021-09-10,13:13,13:15
21861,급속,어린이대공원 후문주차장,광진구 능동로 216,50,25.09,41분,2021-09-10,12:26,13:06
21924,급속,어린이대공원 후문주차장,광진구 능동로 216,50,15.75,41분,2021-09-10,1:42,2:22
21954,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.35,41분,2021-09-09,20:48,21:28
21970,급속,어린이대공원 후문주차장,광진구 능동로 216,50,24.06,39분,2021-09-09,18:29,19:07
21984,급속,어린이대공원 후문주차장,광진구 능동로 216,50,23.2,35분,2021-09-09,16:59,17:34
21990,급속,어린이대공원 후문주차장,광진구 능동로 216,50,4.08,7분,2021-09-09,16:34,16:40
22016,급속,어린이대공원 후문주차장,광진구 능동로 216,50,0.97,2분,2021-09-09,14:45,14:47
22020,급속,어린이대공원 후문주차장,광진구 능동로 216,50,17.04,27분,2021-09-09,14:17,14:44
